<<<<<<< HEAD
report_id,recommendation_id,recipient,made,recommendation,recommendation_text,extra_recommendation_context,reply_text,response_category
2001_104,069/01,Tranz Rail,2001-12-17,"Develop a separate track warrant theory recertification examination for train controllers, which covers all relevant track warrant rules and regulations and other instructions included in reference manuals and books.","Develop a separate track warrant theory recertification examination for train controllers, which covers all relevant track warrant rules and regulations and other instructions included in reference manuals and books.",,Tranz Rail accept this recommendation.  It is intended that Train Controllers will complete the more comprehensive assessment outlined in 068/01 together with a separate assessment covering Rail Operating Code procedures specific to Train Control.  It is expected that the latter assessment will be implemented by the end of February 2002.,
2001_104,068/01,Tranz Rail,2001-12-17,Replace the current multi-choice track warrant theory recertification examination for locomotive engineers with a more comprehensive examination which incorporates all track warrant control rules and regulations contained in the rulebook,Replace the current multi-choice track warrant theory recertification examination for locomotive engineers with a more comprehensive examination which incorporates all track warrant control rules and regulations contained in the rulebook,,"Tranz Rail accept this recommendation in part.  It is agreed that the content of the bi-annual track warrant theory assessment should be more comprehensive and the number of questions will be increased to provide a wider coverage of track warrant rules and regulations.  However, it is still proposed to retain the existing computer based multi-choice assessment method.  It is expected that the revised papers will be implemented by the end of February 2002.",
2001_005,064/01,CAA,2001-12-10,"Review the operation of the aircraft technical log to ensure critical information is duplicated and held separately from the log, possibly with the aircraftâ€™s maintenance documents.","Review the operation of the aircraft technical log to ensure critical information is duplicated and held separately from the log, possibly with the aircraftâ€™s maintenance documents.",,"The review will be completed within 6 months (target date 30 June 2002), but any changes to the Rule requirements will depend on negotiations between the CAA and the Ministry of Transport.",
2001_208,075/01,Tranz Rail,2001-12-10,Modify the engine room alarm indicating system to ensure the watchkeeper can detect an alarm from anywhere in the engine room,Modify the engine room alarm indicating system to ensure the watchkeeper can detect an alarm from anywhere in the engine room,,Tranz Rail are reviewing this recommendation.  Further work will be undertaken to determine if this is necessary or whether the current alarm lights and siren are adequate.  This will be completed by 28 February 2002.,
2001_208,070/01,Tranz Rail,2001-12-10,Critically review the familiarisation and training programs for watchkeeping engineers to ensure that they fully cover all aspects of engine room watchkeeping.,Critically review the familiarisation and training programs for watchkeeping engineers to ensure that they fully cover all aspects of engine room watchkeeping.,,Tranz Rail accept this recommendation.  Completion is expected by 28 February 2002.,
2001_005,066/01,CAA,2001-12-10,Ensure the New Zealand airworthiness directive schedule specifies applicable airworthiness directives called up in the ex-military type certificates data sheets.,Ensure the New Zealand airworthiness directive schedule specifies applicable airworthiness directives called up in the ex-military type certificates data sheets.,,I will ensure that the Airworthiness Directive schedule specifies the appropriate Airworthiness Directives by 28 February 2002.,
2001_208,073/01,Tranz Rail,2001-12-10,Change the written procedures regarding the closing of watertight doors to reflect the intent of Maritime Rule Part 23 [Operational Procedures and Training],Change the written procedures regarding the closing of watertight doors to reflect the intent of Maritime Rule Part 23 [Operational Procedures and Training],,Tranz Rail accept this recommendation.  This was completed on 1 November 2001 with the re-issue of the Interisland Line Safety Manual.,
2001_005,065/01,CAA,2001-12-10,"Educate licensed aircraft engineers who are holders of an Inspection Authorisation, particularly those maintaining ex-military aircraft, on airworthiness directives and the requirement for the aircraft to conform to its type certificate.","Educate licensed aircraft engineers who are holders of an Inspection Authorisation, particularly those maintaining ex-military aircraft, on airworthiness directives and the requirement for the aircraft to conform to its type certificate.",,"This will be addressed in the renewal training for Inspection Authorisation holders that starts in 2002, with a letter to be sent to each Inspection Authorisation holder by 31 January 2002.",
2001_208,076/01,MSA,2001-12-10,Review the system for determining the eligibility of candidates for maritime qualifications.,Review the system for determining the eligibility of candidates for maritime qualifications.,,"Whilst MSA would concur that the actions or inactions of the duty engineer were inappropriate, we do not support a review of a system for determining the eligibility of candidates for maritime qualifications based on what are, in effect, clerical errors in this candidate's application.   With regard to processing of the duty engineer's application, the significant issue was that each of the assignments required by the duty engineer to complete his training before sitting for the MEC3 examination had been signed as completed, by the Chief Engineer.  Hence, there was a check that the engineer had been instructed on these issues.  That the engineer did not utilise this training, or perhaps had not appreciated his duties, is a separate issue.",
2001_208,071/01,Tranz Rail,2001-12-10,"Critically review the experience and manning levels for engine room watches and stand by periods, and ensure an appropriate level of experience is present in the engine room at all times","Critically review the experience and manning levels for engine room watches and stand by periods, and ensure an appropriate level of experience is present in the engine room at all times",,Tranz Rail accept this recommendation.  Completion is expected by 28 February 2002.,
2001_208,074/01,Tranz Rail,2001-12-10,"Conduct a review of engine room watch keeping practices on board all company ships, and then issue instructions on the correct procedures to follow, particularly in relation to alarm monitoring","Conduct a review of engine room watch keeping practices on board all company ships, and then issue instructions on the correct procedures to follow, particularly in relation to alarm monitoring",,Tranz Rail accept this recommendation.  Completion is expected by 28 February 2002.,
2001_208,072/01,Tranz Rail,2001-12-10,Change the system for reporting fire alarms to ensure both the fire zone and the corresponding space are identified,Change the system for reporting fire alarms to ensure both the fire zone and the corresponding space are identified,,Tranz Rail accept this recommendation.  Completion is expected by 31 January 2002.,
2001_201,060/01,Shotover Jet,2001-10-31,"Adopt a policy whereby the use of the safety lap seat belts, already fitted in the front passenger seats, is mandatory.","Adopt a policy whereby the use of the safety lap seat belts, already fitted in the front passenger seats, is mandatory.",,"Thank you for your letter dated 31 October advising that recommendation 059/01 has been withdrawn and requesting  comment with respect to our intention with recommendation 060/01.

At this stage we are not sure we agree with your recommendation that Shotover Jet adopt a policy whereby the use of the safety lap seat belts, already fitted in the front passenger seats, is mandatory.  

The reason for this is that when MSA carried out the review of Rule Part 80 their conclusion with respect to the fitting of seat belts was that they disagreed with the recommendation made by TAIC.  As the time they did note that they would continue to review this decision.  MSA staff again confirmed this to me during a discussion last week.  I â€˜m sure you would agree that this puts us in a difficult situation, as we have conflicting views from two different authorities.

For this reason we therefore believe that MSA and TAIC should collectively advise us on what we should do.",
2001_207,061/01,East Cape Tolaga Bay Charters,2001-10-31,"In conjunction with Survey Nelson Limited, amend the ship safety manual to reflect:
Â· a policy to ensure that all persons on board wear a lifejacket when crossing the bar outbound and inbound regardless of the prevailing conditions on the bar.
Â· operating limits set separately for the Uawa River bar and outer fishing grounds, based on observed conditions, the capabilities of the Osprey and his own local knowledge and experience.","In conjunction with Survey Nelson Limited, amend the ship safety manual to reflect:
Â· a policy to ensure that all persons on board wear a lifejacket when crossing the bar outbound and inbound regardless of the prevailing conditions on the bar.
Â· operating limits set separately for the Uawa River bar and outer fishing grounds, based on observed conditions, the capabilities of the Osprey and his own local knowledge and experience.",,Life jackets are now worn on all trips over the bar and off the beach.  I intend to implement the recommendations of the final report as soon as possible.,
2000_123,047/01,Tranz Rail,2001-10-29,"conduct a full audit of the Auckland train control radio system to ensure it meets required standards for communication between train controllers and locomotive engineers, including Tranz Metro services","conduct a full audit of the Auckland train control radio system to ensure it meets required standards for communication between train controllers and locomotive engineers, including Tranz Metro services",,Tranz Rail accept this recommendation.,
2001_206,055/01,Ports of Auckland,2001-10-29,critically review the existing communication and traffic management system for Manukau Harbour and upgrade it to ensure harbour users are aware of other traffic movements.,critically review the existing communication and traffic management system for Manukau Harbour and upgrade it to ensure harbour users are aware of other traffic movements.,,Agree to look at communications in the new year.,
2001_206,058/01,MSA,2001-10-29,"include the appropriate Regional Council Harbourmaster in the consultation and approval process when navigational marks are installed, altered or removed in harbours under their jurisdiction.","include the appropriate Regional Council Harbourmaster in the consultation and approval process when navigational marks are installed, altered or removed in harbours under their jurisdiction.",,"With regard to Recommendation 058/01 to the Director of Maritime Safety, we would advise that Regional Council Harbourmasters are consulted when navigational marks are installed, altered or removed, and hence question the need for this recommendation.",
2000_123,045/01,Tranz Rail,2001-10-29,ensure that trainee train controllers view the operations of the various signalling systems on the Tranz Rail network during their initial training at the train control school,ensure that trainee train controllers view the operations of the various signalling systems on the Tranz Rail network during their initial training at the train control school,,Tranz Rail accept this recommendation.  It is consistent with the revised induction process implemented for trainees who commenced training on Monday 24 September 2001.,
2001_206,053/01,Ports of Auckland,2001-10-29,liaise with the Auckland Regional Council and Maritime Safety Authority and install appropriate lights on all the unlit beacons in Papakura Channel,liaise with the Auckland Regional Council and Maritime Safety Authority and install appropriate lights on all the unlit beacons in Papakura Channel,,All currently lit beacon in the Papakura Channel have had the new LED lights fitted.  The manufacturer claims a 5 year maintenance free period for these lights.  POAL believe this will vastly improve light reliability in the Papakura channel.  Additional lights have been ordered to light all remaining unlit beacons in the Papakura channel.  We expect this to be completed in the next 3 months.,
2000_123,048/01,Tranz Rail,2001-10-29,ensure that staff are available in the train control centre to assist the train controller by liasing with Tranz Metro when suburban train services are disrupted,ensure that staff are available in the train control centre to assist the train controller by liasing with Tranz Metro when suburban train services are disrupted,,"Tranz Rail accept this recommendation.  However, it is contended that at the time of the incident this was not an issue.  Replays of the train control voice tapes indicate that when the Train Controller was dealing with the breakdown the number of calls was not excessive.  In fact it was noted that the Train Controller had time to pro-actively seek information not associated with the breakdown.

Additionally, assistance was provided by the Train Controller on the adjacent desk.  This support remained available throughout this period.",
2001_206,056/01,Ports of Auckland,2001-10-29,liaise with Auckland International Airport Limited to change the characteristics of the airport light to a special mark under the International Association of Lighthouse Authorities system of buoyage and beaconage.,liaise with Auckland International Airport Limited to change the characteristics of the airport light to a special mark under the International Association of Lighthouse Authorities system of buoyage and beaconage.,,This is not our light but happy to discuss with AIAL.,
2000_123,043/01,Tranz Rail,2001-10-29,"ensure that following initial training and certification, new entrant train controllers do not commence training on another train control desk until they have completed at least 12 months duty on their first train control desk","ensure that following initial training and certification, new entrant train controllers do not commence training on another train control desk until they have completed at least 12 months duty on their first train control desk",,"Tranz Rail do not accept this recommendation in its present form.  The report provides no basis for arriving at a minimum period of twelve months for a new Train Controller on their initial desk.  However, as suggested in our response to the preliminary safety recommendation, Tranz Rail intends to gather information from overseas railway organisations with similar Train Control systems regarding their approach to this matter with a view of establishing a minimum period based on industry practice.",
2000_123,046/01,Tranz Rail,2001-10-29,increase the amount of information available in the existing site photography book to include street  maps etc so that it becomes the major reference manual for train controllers in emergency situations and ensure that such books are made available on all train control desks,increase the amount of information available in the existing site photography book to include street  maps etc so that it becomes the major reference manual for train controllers in emergency situations and ensure that such books are made available on all train control desks,,"Tranz Rail accept this recommendation.  Tranz Rail reiterates previous concerns advised to the Commission regarding the absence of comment in the report on the ability of emergency services to pin point the location of Ellerslie station.  Suburban stations are local facilities frequently used by the public.  Tranz Rail would expect local emergency services to be familiar with access routes.
It is suggested that the Commission further consider a recommendation directed towards the emergency services.",
2001_206,054/01,Ports of Auckland,2001-10-29,improve the maintenance and repair regime for navigation marks within Manukau Harbour to ensure a high reliability factor is achieved that is consistent with the number and configuration of light beacons.  This system should at least result in any ship transiting the harbour knowing what navigation marks are serviceable.,improve the maintenance and repair regime for navigation marks within Manukau Harbour to ensure a high reliability factor is achieved that is consistent with the number and configuration of light beacons.  This system should at least result in any ship transiting the harbour knowing what navigation marks are serviceable.,,"This has been done.  Over 20 new LED lights have been fitted on the Manukau harbour since this incident.  A bi monthly inspection regime is in place in addition to users reports.  All lighting outages are reported to users by emails, fax and eventually notices to mariners (this has always happened).",
2000_123,049/01,Tranz Rail,2001-10-29,liaise with emergency services to ensure that existing contact procedures are adequate and that the training and ongoing certification of train controllers reinforces such procedures.,liaise with emergency services to ensure that existing contact procedures are adequate and that the training and ongoing certification of train controllers reinforces such procedures.,,Tranz Rail accept this recommendation.,
2001_206,057/01,Ports of Auckland,2001-10-29,conduct a risk assessment for LPG carriers transiting Manukau harbour and form a set of rules and guidelines governing their movement within harbour limits.,conduct a risk assessment for LPG carriers transiting Manukau harbour and form a set of rules and guidelines governing their movement within harbour limits.,,Risk assessment is an overkill as the channel is now well lit with new reliable LED lights and the channel is very wide and easily navigated.  Agree to recommendation to review and instigate rules for all vessel movement on the Manukau in the new year.,
2000_123,044/01,Tranz Rail,2001-10-29,include an area familiarisation trip with an experienced train controller or similarly qualified person as part of the training and certification for any train control desk together with an unaccompanied field trip scheduled within an acceptable timeframe following certification as a follow up,include an area familiarisation trip with an experienced train controller or similarly qualified person as part of the training and certification for any train control desk together with an unaccompanied field trip scheduled within an acceptable timeframe following certification as a follow up,,"Tranz Rail do not accept this recommendation.  A recommendation that changed ""with an experienced train controller or similarly qualified person"" to ""with experienced operating and/or maintenance personnel"" would be acceptable.  This suggested change is prompted by Tranz Railâ€™s firm belief that Train Controllers are best to have field visits with experienced field practitioners",
2001_206,052/01,Contract harbour pilot,2001-10-24,attend a bridge resource management course.,attend a bridge resource management course.,,"I completed the Bridge resource management course at the NZ Maritime School, Auckland on 12 November 2001.",
2001_003,050/01,FlightLine Aviation,2001-10-17,Establish a system to ensure proper monitoring and control of service bulletins.,Establish a system to ensure proper monitoring and control of service bulletins.,,"There is no formal requirement to establish a system to ensure proper monitoring and control of service bulletins.  Service Bulletins are produced by the manufacturer and after advice from the Civil Aviation Authority of New Zealand (NZCAA), there is no mandatory requirement to satisfy overseas manufacturer's Service Bulletins for General Aviation aircraft unless they are reproduced as Airworthiness Directives.

Flightline Aviation does however - as a reputable and professional organisation obtain, view and generally advise customers of the existence of manufacturerâ€™s Service Bulletins.  Service Bulletins are received and assessed for applicability so that the customer has the option of accepting or rejecting their intent.

The issue has raised the point that there is general confusion within the aviation industry of whether, for example, a manufacturerâ€™s Service Bulletin is actually mandatory within NZ and must be satisfied.  Reference A relates to a conversation with the NZCAA and confirmation was obtained regarding the General Aviation requirements relating to Service Bulletins.  In short, there is no requirement for NZ maintenance organisations to abide by manufacturerâ€™s Service Bulletins (mandatory or otherwise) unless directed via a NZ Airworthiness Directive.

Reference B is the only direction that identifies aircraft types that have foreign source mandatory airworthiness requirements to be followed.  The Rolls-Royce Allison 250-C20B engine is not included in this list.",
2001_003,051/01,FlightLine Aviation,2001-10-17,"Review Flightline's Rolls-Royce Allison 250-C20B engine trouble-shooting procedures, and ensure comprehensive fault diagnosis is carried out when a repeated component change does not rectify a known problem.","Review Flightline's Rolls-Royce Allison 250-C20B engine trouble-shooting procedures, and ensure comprehensive fault diagnosis is carried out when a repeated component change does not rectify a known problem.",,"As stated within our submission to the report, all the relevant trouble-shooting procedures (and more) were carried out in accordance with the maintenance manual pertaining to the defect information supplied at the time.

Flightline Aviation's engineering staff are qualified and well experienced concerning this engine type.  All documented trouble-shooting procedures were followed in accordance with the maintenance manual and it is only in hindsight with a complete set of facts that anyone could conclude that repeated component changes in this instance might not have been the best course of action.  During the maintenance process the defect information changed regularly, and based on past experience, Flightline staff acted reasonably in light of the information on hand.

The intent of the safety recommendation refers specifically to this one engine type.  â€œTrouble-shooting procedures and comprehensive fault diagnosis for repeated component changesâ€™ relates not to only this one task but all trouble-shooting tasks.  It is a generic requirement and Flightline cannot implement additional processes concerning one task over any other.  As such we believe there is no necessity to implement this safety recommendation in addition to our current practices.",
2001_007,062/01,CAA,2001-10-05,"amend the Partenavia P68B flight manual warning concerning the use of alternate engine intake air to reflect the warning contained in the P68C manual, which is, when flying in high humidity at any air temperature, open the engine alternate air doors.","amend the Partenavia P68B flight manual warning concerning the use of alternate engine intake air to reflect the warning contained in the P68C manual, which is, when flying in high humidity at any air temperature, open the engine alternate air doors.",,"I will publish an amendment to the Partenavia P68B flight manual as recommended and I expect this to be completely implemented by 17 December 2001.

The covering letter to operators will require them to brief their pilots on the content of the amendment.",
2001_007,063/01,Great Barrier Airlines,2001-10-05,"Remind company pilots about the Partenaviaâ€™s in-flight vulnerability to engine air intake blockages by sleet, ice or hail, the symptoms of any blockage, and the corrective action necessary should a blockage occur.","Remind company pilots about the Partenaviaâ€™s in-flight vulnerability to engine air intake blockages by sleet, ice or hail, the symptoms of any blockage, and the corrective action necessary should a blockage occur.",,"Great Barrier Airlines supports your recommendation, and would like to suggest the following addition to your proposal.

â€¢ It is advisable that companies should implement as a standard operating procedure (P68) that if temperatures of below 5 degrees C and/or visible moisture are encountered, then engine alternate air systems should be activated.

â€¢ Discussion has been held with CAA with regards to incorporating the above (or similar) into a supplement to the Partenavia manual, or to advise all operators.

â€¢ Since the occurrence of ZK-DMA all pilots were involved in a flight safety meeting [in] which this incident was discussed.  Engineering staff were involved, a working model of an alternate air box was displayed and manual operation shown.  The flight standards and training manager reinforced the dangers of not completing all trouble checks from 100% recall, [and] more emphasis has been put on this in training.",
2001_002,035/01,CAA,2001-09-12,"in co-ordination with the Department of Conservation, investigate the most effective way of reducing the risk to aviation safety posed by spur-winged plover either by:
=======
- confirmation that the intended recovery action was discussed with the  locomotive engineers of the disabled train and the relief train",
847,2001_104,069/01,"Develop a separate track warrant theory recertification examination for train controllers, which covers all relevant track warrant rules and regulations and other instructions included in reference manuals and books.",
848,2001_104,068/01,Replace the current multi-choice track warrant theory recertification examination for locomotive engineers with a more comprehensive examination which incorporates all track warrant control rules and regulations contained in the rulebook,
849,2001_005,064/01,"Review the operation of the aircraft technical log to ensure critical information is duplicated and held separately from the log, possibly with the aircraftâ€™s maintenance documents.",
850,2001_208,075/01,Modify the engine room alarm indicating system to ensure the watchkeeper can detect an alarm from anywhere in the engine room,
851,2001_208,070/01,Critically review the familiarisation and training programs for watchkeeping engineers to ensure that they fully cover all aspects of engine room watchkeeping.,
852,2001_005,066/01,Ensure the New Zealand airworthiness directive schedule specifies applicable airworthiness directives called up in the ex-military type certificates data sheets.,
853,2001_208,073/01,Change the written procedures regarding the closing of watertight doors to reflect the intent of Maritime Rule Part 23 [Operational Procedures and Training],
854,2001_005,065/01,"Educate licensed aircraft engineers who are holders of an Inspection Authorisation, particularly those maintaining ex-military aircraft, on airworthiness directives and the requirement for the aircraft to conform to its type certificate.",
855,2001_208,076/01,Review the system for determining the eligibility of candidates for maritime qualifications.,
856,2001_208,071/01,"Critically review the experience and manning levels for engine room watches and stand by periods, and ensure an appropriate level of experience is present in the engine room at all times",
857,2001_208,074/01,"Conduct a review of engine room watch keeping practices on board all company ships, and then issue instructions on the correct procedures to follow, particularly in relation to alarm monitoring",
858,2001_208,072/01,Change the system for reporting fire alarms to ensure both the fire zone and the corresponding space are identified,
859,2001_201,060/01,"Adopt a policy whereby the use of the safety lap seat belts, already fitted in the front passenger seats, is mandatory.",
860,2001_207,061/01,"In conjunction with Survey Nelson Limited, amend the ship safety manual to reflect:
Â· a policy to ensure that all persons on board wear a lifejacket when crossing the bar outbound and inbound regardless of the prevailing conditions on the bar.
Â· operating limits set separately for the Uawa River bar and outer fishing grounds, based on observed conditions, the capabilities of the Osprey and his own local knowledge and experience.",
861,2000_123,047/01,"conduct a full audit of the Auckland train control radio system to ensure it meets required standards for communication between train controllers and locomotive engineers, including Tranz Metro services",
862,2001_206,055/01,critically review the existing communication and traffic management system for Manukau Harbour and upgrade it to ensure harbour users are aware of other traffic movements.,
863,2001_206,058/01,"include the appropriate Regional Council Harbourmaster in the consultation and approval process when navigational marks are installed, altered or removed in harbours under their jurisdiction.",
864,2000_123,045/01,ensure that trainee train controllers view the operations of the various signalling systems on the Tranz Rail network during their initial training at the train control school,
865,2001_206,053/01,liaise with the Auckland Regional Council and Maritime Safety Authority and install appropriate lights on all the unlit beacons in Papakura Channel,
866,2000_123,048/01,ensure that staff are available in the train control centre to assist the train controller by liasing with Tranz Metro when suburban train services are disrupted,
867,2001_206,056/01,liaise with Auckland International Airport Limited to change the characteristics of the airport light to a special mark under the International Association of Lighthouse Authorities system of buoyage and beaconage.,
868,2000_123,043/01,"ensure that following initial training and certification, new entrant train controllers do not commence training on another train control desk until they have completed at least 12 months duty on their first train control desk",
869,2000_123,046/01,increase the amount of information available in the existing site photography book to include street  maps etc so that it becomes the major reference manual for train controllers in emergency situations and ensure that such books are made available on all train control desks,
870,2001_206,054/01,improve the maintenance and repair regime for navigation marks within Manukau Harbour to ensure a high reliability factor is achieved that is consistent with the number and configuration of light beacons.  This system should at least result in any ship transiting the harbour knowing what navigation marks are serviceable.,
871,2000_123,049/01,liaise with emergency services to ensure that existing contact procedures are adequate and that the training and ongoing certification of train controllers reinforces such procedures.,
872,2001_206,057/01,conduct a risk assessment for LPG carriers transiting Manukau harbour and form a set of rules and guidelines governing their movement within harbour limits.,
873,2000_123,044/01,include an area familiarisation trip with an experienced train controller or similarly qualified person as part of the training and certification for any train control desk together with an unaccompanied field trip scheduled within an acceptable timeframe following certification as a follow up,
874,2001_206,052/01,attend a bridge resource management course.,
875,2001_003,050/01,Establish a system to ensure proper monitoring and control of service bulletins.,
876,2001_003,051/01,"Review Flightline's Rolls-Royce Allison 250-C20B engine trouble-shooting procedures, and ensure comprehensive fault diagnosis is carried out when a repeated component change does not rectify a known problem.",
877,2001_007,062/01,"amend the Partenavia P68B flight manual warning concerning the use of alternate engine intake air to reflect the warning contained in the P68C manual, which is, when flying in high humidity at any air temperature, open the engine alternate air doors.",
878,2001_007,063/01,"Remind company pilots about the Partenaviaâ€™s in-flight vulnerability to engine air intake blockages by sleet, ice or hail, the symptoms of any blockage, and the corrective action necessary should a blockage occur.",
879,2001_002,035/01,"in co-ordination with the Department of Conservation, investigate the most effective way of reducing the risk to aviation safety posed by spur-winged plover either by:
>>>>>>> origin/main

â€¢  changing their protection status under the Wildlife Act 1953, or
â€¢  amending the guidelines relating to permits giving authority to disturb or kill protected birds at aerodromes, 

<<<<<<< HEAD
and to determine a timetable for the implementation of the changes or amendments.","in co-ordination with the Department of Conservation, investigate the most effective way of reducing the risk to aviation safety posed by spur-winged plover either by:

â€¢  changing their protection status under the Wildlife Act 1953, or
â€¢  amending the guidelines relating to permits giving authority to disturb or kill protected birds at aerodromes, 

and to determine a timetable for the implementation of the changes or amendments.",,"I accept the spirit of the recommendation but not as it is worded.  I will meet with the Department of Conservation, to investigate the most effective way of reducing the risk to aviation safety posed by spur-winged plover and to determine a timetable for the implementation of the agreed actions.  This will be completed by 1 February 2001.

I come to this decision because the CAA may wish to explore methods other than those proposed in the above recommendation for reducing the risk to aviation safety posed by the spur-winged plover.  Any amendment to the protective status of birds and/or amendments to the permits issued to airport operators are subject to consultation and any timetable for implementation of changes or amendments cannot be agreed in advance of the consultation process.",
2001_203,039/01,Maersk,2001-08-30,"Ensure the operating instructions for all survival craft and their launching appliances on all company vessels are correct, easily understandable by the crew, and clearly understood by the crew.  Instructions should include a note not to deviate from standard operating procedures before fully assessing the consequences of doing so.","Ensure the operating instructions for all survival craft and their launching appliances on all company vessels are correct, easily understandable by the crew, and clearly understood by the crew.  Instructions should include a note not to deviate from standard operating procedures before fully assessing the consequences of doing so.",,"After the accident, all vessels were contacted to check, and revise where necessary, the launching procedures and instructions for their vessel.

Once completed, the instructions were sent to this office for control and monitoring. This process was completed in the middle of April.  Instructions concerning deviation from standard operating
procedures are covered in our compliance with 038/01.",
2001_203,042/01,MSA,2001-08-30,"Submit a copy of report 01-203 to the Maritime Safety Committee of IMO to support the work and initiatives now being conducted by both the Marine Accident Investigation Branch and the Maritime and Coastguard Agency of the United Kingdom, regarding the safety of lifeboats and lifeboat drills.
=======
and to determine a timetable for the implementation of the changes or amendments.",
880,2001_203,039/01,"Ensure the operating instructions for all survival craft and their launching appliances on all company vessels are correct, easily understandable by the crew, and clearly understood by the crew.  Instructions should include a note not to deviate from standard operating procedures before fully assessing the consequences of doing so.",
881,2001_203,042/01,"Submit a copy of report 01-203 to the Maritime Safety Committee of IMO to support the work and initiatives now being conducted by both the Marine Accident Investigation Branch and the Maritime and Coastguard Agency of the United Kingdom, regarding the safety of lifeboats and lifeboat drills.
>>>>>>> origin/main

Any review conducted by IMO should consider reported accidents worldwide, with particular emphasis on lifeboat/rescue boat launch and recovery systems.

In addition, the review should consider standardised and integrated systems which:

â€¢  Have effectively common operating systems and procedures independent of the manufacturer
â€¢  Can be readily understood by non-technical persons
â€¢  Will reliably perform the tasks required, including routine testing, with maximised safety
<<<<<<< HEAD
â€¢  Can be operated safely under the control of operators with minimum experience and training.","Submit a copy of report 01-203 to the Maritime Safety Committee of IMO to support the work and initiatives now being conducted by both the Marine Accident Investigation Branch and the Maritime and Coastguard Agency of the United Kingdom, regarding the safety of lifeboats and lifeboat drills.

Any review conducted by IMO should consider reported accidents worldwide, with particular emphasis on lifeboat/rescue boat launch and recovery systems.

In addition, the review should consider standardised and integrated systems which:

â€¢  Have effectively common operating systems and procedures independent of the manufacturer
â€¢  Can be readily understood by non-technical persons
â€¢  Will reliably perform the tasks required, including routine testing, with maximised safety
â€¢  Can be operated safely under the control of operators with minimum experience and training.",,The recommendation is acceptable to the Maritime Safety Authority.,
2001_203,040/01,Maersk,2001-08-30,"Liaise with the lifeboat davit manufacturer to establish the reason for limiting the winch capacity to the lifeboat plus 2 persons, and bring the installations on all company vessels fitted with them up to SOLAS compliance standards.","Liaise with the lifeboat davit manufacturer to establish the reason for limiting the winch capacity to the lifeboat plus 2 persons, and bring the installations on all company vessels fitted with them up to SOLAS compliance standards.",,"We have on the 31 August, after careful study of all material from the davit manufacturer and shipyard, sent a communication to the manufacturers explaining the apparent lack of compliance with SOLAS requirements and requesting that all future installations be in compliance.

As yet, no reply has been received. On receipt, this will be forwarded to your good selves.

The relevant persons within our organisation have been made aware of the possibility of inconsistencies between davit manufacturers and SOLAS requirements.",
2001_202,033/01,MSA,2001-08-30,Maritime Rule Part 80 [Marine Craft Involved In Adventure Tourism] is changed to require mandatory installation of twin propulsion systems in all newly constructed commercial jet boats engaged in high risk adventure operations.,Maritime Rule Part 80 [Marine Craft Involved In Adventure Tourism] is changed to require mandatory installation of twin propulsion systems in all newly constructed commercial jet boats engaged in high risk adventure operations.,,"MSA notes that it has recently completed a formal review of the Safety Performance of Commercial Jet Boating in New Zealand, and that the submissions received were being assessed.

This process is now completed and the review team have passed its recommendations, after considering the comments received, to the Manager Safety and Environment Standards, to commence formal industry consultation for amendment of Maritime Rule Part 80.

The issue of twin propulsion (engine) systems was seriously considered by the review team for high adventure operations.

Indeed the review team made note in section 13.4 that:

â€œThe compulsory use of lap belts and twin engine boats for high adventure activities should be regularly reviewed by MSA in light of operational experience.â€

The review team did not include twin engine boats for high adventure activities in its recommendations, as it was not satisfied that such a recommendation would meet the MSAâ€™s charter of â€œA Safe and Clean Maritime Environment at reasonable costâ€, where â€œReasonable Costâ€ is defined in Section 430(b) of the Maritime Transportation Act 1994 as a meaning, â€œwhen the value of the Cost to the nation is exceeded by the value of the resulting benefit to the nation.â€

As part of the review process, reported accidents were considering along with possible initiatives which could have prevented the accident from occurring.  ON the basis of that study, and bearing in mind MSAâ€™s charter, the review team determined the compulsory use of twin engine boats for high adventure activities did not achieve the â€œReasonable Costâ€ criteria.

Comments received from industry as a result of the consultation document would also support this view.

The review team nor MSA have not dismissed the concept of twin engine boats, rather it is our view that this technology should be embraced as it is developed, and operators be encouraged to adopt it as the technical challenges are overcome.

MSA is working with Shotover Jet, industry in general and the New Zealand Commercial Jet Boat Association to achieve this goal.

Considering the above we regret to advise that MSA is not able to accept the final recommendation 033/01.",
2001_203,038/01,Maersk,2001-08-30,"Circulate a memo to all company vessels describing the circumstances of this accident, and the lessons learned as outlined in this report.","Circulate a memo to all company vessels describing the circumstances of this accident, and the lessons learned as outlined in this report.",,"In line with our comments to the Preliminary Report, this item has already been complied with. We have sent 2 telexes to the entire fleet covering these points. The first, cph74763 sent on 19th February, describes the incident, consequences and findings with regard to the full functionality of the  equipment and resulting dangers of incorrect operational
procedures. The second, cph17546 sent on the 1 March is a  procedure for 'MOB and Lifeboat Drills - Precautions on  Launching and Recovery' which i.a. specifies the need to  establish Work Place Instructions and Risk analysis.

Both these scripts have been incorporated in the next revision of our QE&SMS CD-ROM which is to be released to all vessels towards the end of the year.",
2001_203,041/01,Dongwoo,2001-08-30,"critically review the design of the companyâ€™s survival craft launching apparatus and ensure that they:
=======
â€¢  Can be operated safely under the control of operators with minimum experience and training.",
882,2001_203,040/01,"Liaise with the lifeboat davit manufacturer to establish the reason for limiting the winch capacity to the lifeboat plus 2 persons, and bring the installations on all company vessels fitted with them up to SOLAS compliance standards.",
