Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Departure from controlled flight and collision with terrain involving Ayres Corporation S2R-G10 Thrush, VH-WDD, 36 km north-west of Moree, New South Wales, on 11 April 2012",AO-2012-049,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-049,11/04/2012,Final,23/10/2013
"Technical assistance to the Transport Accident Investigation Commission of NZ - recovery of data from a hand-held GPS unit - hot-air balloon accident, near Carterton, New Zealand, 7 January 2012",AE-2012-045,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ae-2012-045,07/01/2012,Final,03/07/2012
"Runway incursion - SAAB 340, VH-ZLH / Vans RV10, VH-PGX, Taree Airport, New South Wales, on 23 March 2012",AO-2012-043,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-043,23/03/2012,Final,25/06/2012
"Technical assistance to PNG Accident Investigation Committee - GPS data recovery and instrument examination from a MBB BO-105 aircraft that impacted terrain, 5 km south of Timini, Morobe Provence, Papua New Guinea, on 8 August 2011",AE-2011-099,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-099,08/08/2011,Final,28/03/2012
"ATC procedural error involving Piper PA34, VH-FEJ, 37 km south-west of Townsville, Queensland, on 14 March 2012",AO-2012-042,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-042,14/03/2012,Final,07/08/2013
"Descent below minimum safe altitude involving Boeing 737-476, VH-TJS, 21 km south of Canberra Airport, Australian Capital Territory, on 12 February 2012",AO-2012-040,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-040,12/02/2012,Final,05/07/2013
"Runway excursion - Aircraft unknown, Williamtown Airport, New South Wales, on 21 March 2012",AO-2012-041,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-041,19/03/2012,Final,03/08/2012
"Hard landing - Airbus A340-313X, CS-TQM, Darwin, Northern Territory, on 28 February 2012",AO-2012-036,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-036,28/02/2012,Final,03/08/2012
Loss of separation between aircraft in Australian airspace January 2008 to June 2012,AR-2012-034,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ar-2012-034,21/02/2012,Final,18/10/2013
"Airspace related event - Piper PA-39, VH-ICS and a Pacific Aerospace CT/4B, VH-YCR, 15 km east of Gunnedah Airport, New South Wales, on 21 February 2012",AO-2012-033,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-033,21/02/2012,Final,03/08/2012
"Collision with terrain - Robinson R22, VH-HRY, 95 km south-west of Springsure ALA, Queensland, on 21 February 2012",AO-2012-032,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-032,21/02/2012,Final,24/05/2012
"Breakdown of separation between GAF Nomad N22C, VH-ATO and two Boeing 737s, VH-VZA and VH-TJY, 17 km north-east of Melbourne Airport, Victoria, on 16 February 2012",AO-2012-029,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-029,16/02/2012,Final,29/08/2014
"Loss of separation involving a Cessna 310, VH-XXT and a Cessna 210, VH-RQD, Darwin Airport, Northern Territory, on 17 February 2012",AO-2012-030,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-030,17/02/2012,Final,23/04/2013
Aircraft control cable terminal fittings – ATSB technical examination,AE-2012-028,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ae-2012-028,17/02/2012,Final,10/04/2013
"Wheels-up landing involving Fairchild SA227-AT (Metro), VH-UZA, Brisbane Airport, Queensland, on 15 February 2012",AO-2012-024,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-024,15/02/2012,Final,29/09/2014
"Loss of control involving Robinson R44, VH-COK, Jaspers Brush Aerodrome, New South Wales, on 4 February 2012",AO-2012-021,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-021,04/02/2012,Final,03/05/2013
"Inadvertent thrust lever asymmetry during the take-off roll involving an Airbus A320, VH-JQX, Sydney Airport, New South Wales, on 6 February 2012",AO-2012-022,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-022,06/02/2012,Final,22/01/2013
"Pre-flight planning event - Boeing 737-476, VH-TJL, Melbourne Airport, Victoria, on 22 November 2011",AO-2012-020,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-020,22/11/2011,Final,24/05/2012
"Collision with terrain - De Havilland DH-82A, VH-GVA, Maryborough Airport, Victoria, on 27 January 2012",AO-2012-017,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-017,27/01/2012,Final,04/10/2012
"Potential power loss - Schweizer 300C, VH-FUJ, 19 km south of Long Hill (ALA), Tasmania, on 25 January 2012",AO-2012-016,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-016,25/01/2012,Final,25/06/2012
"Breakdown of separation - Bombardier DHC-8-202, VH-ZZI and Pilatus PC-12/45, VH-MWO, near Broome Airport, Western Australia, on 25 January 2012",AO-2012-018,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-018,25/01/2012,Final,25/06/2012
"Loss of separation between Airbus A320, 9V-TAZ and Airbus A340, A6-EHH, near TANEM, 907 km north-west of Karratha, Western Australia, on 18 January 2012",AO-2012-012,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-012,18/01/2012,Final,18/10/2013
"Aircraft Separation - Robinson R44, VH-HYC and Piper PA-28-161, VH-TAK, 1.85 km north of Parramatta, New South Wales, on 23 January 2012",AO-2012-014,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-014,23/01/2012,Final,25/06/2012
"Hard landing - Beech 23, VH-DFC, Mildura Airport, Victoria, on 12 January 2012",AO-2012-010,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-010,12/01/2012,Final,24/05/2012
"Runway Excursion - Dornier 328, VH-PPJ, Horn Island, Queensland, on 10 January 2012",AO-2012-009,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-009,10/01/2012,Final,24/05/2012
"Turbulence event - Boeing 737-81D, VH-YFC, near Sydney Airport, New South Wales, on 25 January 2012",AO-2012-015,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-015,25/01/2012,Final,24/05/2012
"Loss of separation assurance - Boeing 737, VH-VUJ and Boeing 737, VH-VZS, 87 km south of Tamworth Airport, New South Wales, on 8 January 2012",AO-2012-008,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-008,08/01/2012,Final,25/06/2012
"Speed control during landing Bombardier DHC-8-102, VH-QQA, Cairns Airport, Queensland, on 30 December 2011",AO-2012-005,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-005,30/12/2011,Final,12/02/2013
"Collision with terrain - Cessna 172N, VH-ZWR, The Oaks, Fraser Island, Queensland, on 4 January 2012",AO-2012-007,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-007,04/01/2012,Final,24/05/2012
"Collision with terrain - Robinson R22, VH-FHR, 45 km east-north-east of Richmond Airport, Queensland, on 3 January 2012",AO-2012-006,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-006,03/01/2012,Final,24/05/2012
"Collision with terrain - Cessna A188B/A1, VH-ZAP, 43 km south of Forbes Airport, New South Wales, on 1 January 2012",AO-2012-003,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-003,01/01/2012,Final,25/06/2012
"Collision with terrain - Robinson R22, VH-LNC, Caloundra Airport, Queensland, on 22 December 2011",AO-2012-001,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-001,22/12/2011,Final,24/05/2012
"Helicopter winching accident involving an Agusta Westland AW139, VH-SYZ, 16km west-south-west of Wollongong Airport, New South Wales, on 24 December 2011",AO-2011-166,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-166,24/12/2011,Final,16/05/2013
"Runway undershoot - Cirrus SR22, VH-MMG, Warnervale, New South Wales, on 25 December 2011",AO-2012-002,https://www.atsb.gov.au/publications/investigation_reports/2012/aair/ao-2012-002,25/12/2011,Final,25/06/2012
"Runway incursion - Cessna 172R, VH-LWX and a Cessna 172S, VH-EOR, Moorabbin Airport, Victoria, on 17 December 2011",AO-2011-165,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-165,17/12/2011,Final,24/05/2012
"Collision with terrain - Cessna A188B/A1, VH-SHM, 13 km north-east of St George Airport, Queensland, on 20 December 2011",AO-2011-164,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-164,20/12/2011,Final,24/05/2012
"In-flight breakup - Cessna C210, VH-WBZ, 100 km north-north-west of Roma, Queensland, on 7 December 2011",AO-2011-160,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-160,07/12/2011,Final,09/10/2012
"Procedures related event - Boeing 777-31H/ER, A6-EGG, Melbourne Airport, Victoria, on 30 November 2011",AO-2011-161,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-161,30/11/2011,Final,03/08/2012
"Breakdown of separation - Aerospatiale TBM700, VH-VSV and De Havilland Canada DHC8-201, VH-TQG, 9 km south-west of Sydney Airport, New South Wales, on 9 December 2011",AO-2011-162,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-162,09/12/2011,Final,25/06/2012
"Collision with obstacle - Auster J5, VH-AFT, near Tyabb ALA, Victoria, on 15 December 2011",AO-2011-163,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-163,15/12/2011,Final,24/05/2012
"Double propeller overspeed involving Bombardier DHC-8, VH-SBV, near Weipa, Queensland, on 6 December 2011",AO-2011-159,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-159,06/12/2011,Final,25/02/2013
"Collision with terrain - Schweizer 269C-1, VH-XTY, Moorabbin Airport, Victoria, on 5 December 2011",AO-2011-157,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-157,05/12/2011,Final,24/05/2012
"Collision with terrain - Rockwell 114, VH-SJF, Meekatharra Airport, Western Australia, on 6 December 2011",AO-2011-158,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-158,06/12/2011,Final,24/05/2012
"Runway excursion - Taylorcraft BC12-D, VH-PEE, near Gunnedah Airport, New South Wales, on 5 December 2011",AO-2011-156,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-156,05/12/2011,Final,14/03/2012
"Runway Excursion - Cessna 210L, VH-SKQ, Kalumburu Airport, Western Australia, on 30 November 2011",AO-2011-153,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-153,30/11/2011,Final,03/08/2012
"Airspace related event - Fairchild Industries SA227, VH-UUN and Cessna 172S, VH-VSH, Portland Airport, Victoria, on 2 December 2011",AO-2011-155,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-155,02/12/2011,Final,24/05/2012
"Hard landing - Robinson R22, VH-RKN, 28 km north-east of El Questro, Western Australia, on 27 November 2011",AO-2011-152,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-152,27/11/2011,Final,14/03/2012
"Loss of separation between VH-TFK and VH-PDP, 6 km north of Cairns, Queensland, on 23 November 2011",AO-2011-147,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-147,23/11/2011,Final,04/02/2013
"Operational event - Airbus A380, VH-OQE, Los Angeles International Airport, United States, on 8 October 2011",AO-2011-151,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-151,08/10/2011,Final,08/08/2012
"Smoke event - SAAB 340B, VH-PRX, Sydney Airport, New South Wales, on 25 November 2011",AO-2011-149,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-149,25/11/2011,Final,04/05/2012
"Loss of separation involving Boeing 737, VH-VUV and Boeing 737, VH-VXM, near Ceduna, South Australia, on 8 November 2011",AO-2011-144,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-144,08/11/2011,Final,18/10/2013
"Collision with terrain - Robinson R22, VH-CME, 93km north of Julia Creek, Queensland, on 7 November 2011",AO-2011-145,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-145,07/11/2011,Final,14/03/2012
"Loss of control involving Eurocopter AS350BA, VH-RDU, 93 km north of Rockhampton, Queensland, on 8 September 2011",AO-2011-110,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-110,08/09/2011,Final,18/02/2014
"Loss of separation involving CASA C212-CC, VH-MQD, operating in the Richmond parachuting area, and Boeing 737-7BX, VH VBP, near Richmond Airport, New South Wales, on 5 November 2011",AO-2011-142,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-142,05/11/2011,Final,16/12/2013
"Landing gear event - Boeing 737-8FE, VH-VUF, Sydney Airport, New South Wales, on 8 November 2011",AO-2011-143,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-143,08/11/2011,Final,03/08/2012
"Hard landing - Bell 206, VH-AYP, Maitland Airport, New South Wales, on 29 October 2011",AO-2011-141,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-141,29/10/2011,Final,14/03/2012
"Airspace related event - Airbus A320, VH-VGO, 19 km east-south-east of Brisbane Airport, Queensland, on 13 October 2011",AO-2011-136,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-136,13/10/2011,Final,24/05/2012
"Fuel exhaustion - Cessna 172, VH-PHV, near Dairy Creek, Western Australia, on 25 October 2011",AO-2011-138,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-138,25/10/2011,Final,24/05/2012
"Jet blast occurrence - Boeing 747-438, VH-OEH and a Boeing 737-800, VH-VUM, Brisbane Airport, Queensland, on 14 October 2011",AO-2011-137,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-137,14/10/2011,Final,14/03/2012
"Embrittled nut and related failures Robinson R22 Beta, VH-JNP, 22 km north of Saxby Downs, Queensland, on 12 October 2011",AO-2011-135,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-135,12/10/2011,Final,22/01/2014
"Abnormal engine indications - Number 3 engine in-flight shut down, Boeing 747-438, VH-OJS, near Suvarnabhumi Airport Bangkok, Thailand, on 16 October 2011",AO-2011-134,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-134,16/10/2011,Final,03/08/2012
"Assistance to PNG AIC - Forced landing of Bombardier DHC-8-103, (Dash 8), P2-MCJ, 33 km south-east of Madang, Papua New Guinea, on 13 October 2011",AE-2011-132,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-132,13/10/2011,Final,04/04/2013
"Birdstrike - Cessna 182P, VH-TIS, 2 km east of Ayr (ALA), Queensland, on 15 October 2011",AO-2011-133,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-133,15/10/2011,Final,14/03/2012
"Rejected take-off - Airbus A330, VH-EBL, Perth Airport, Western Australia, on 23 February 2011",AO-2011-032,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-032,23/02/2011,Final,18/10/2011
"Breakdown of separation - VH-YVA/VH-CGF, 59 km north-east of Armidale, New South Wales, on 8 October 2011",AO-2011-127,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-127,08/10/2011,Final,31/07/2012
"Collision with terrain - Cessna U206F, VH-EUW, near Tooradin, Victoria, on 8 October 2011",AO-2011-129,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-129,08/10/2011,Final,24/05/2012
"Flight control system event involving Cessna 550, VH-INT, near Perth Airport, Western Australia, on 6 October 2011",AO-2011-130,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-130,06/10/2011,Final,14/03/2012
"Collision with ferris wheel involving Cheetah Sierra 200, 24-7634, near Old Bar, New South Wales, on 1 October 2011",AO-2011-126,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-126,01/10/2011,Final,17/04/2014
"Engine failure involving Gippsland Aeronautics GA-8, VH-AJZ, 135 km north-north-east of Marree, South Australia, on 29 September 2011",AO-2011-125,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-125,29/09/2011,Final,18/03/2013
"Violation of controlled airspace - Piper PA-28-181, VH-TXD, near Altona, Victoria, on 26 September 2011",AO-2011-123,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-123,26/09/2011,Final,14/03/2012
"Collision with terrain - Robinson R22 helicopter, VH-RTB, 62 km south Maningrida Airport, NT, 29 September 2011",AO-2011-124,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-124,29/09/2011,Final,12/12/2011
"Total power loss - Cessna 152, VH-HCE, near Bankstown Airport, New South Wales, on 26 September 2011",AO-2011-118,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-118,26/09/2011,Final,14/03/2012
"Aircraft proximity event - Piper PA-28-151, VH-CIX and a Piper PA-44-180, VH-KHG, Mangalore Airport, Victoria, on 27 September 2011",AO-2011-119,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-119,27/09/2011,Final,14/03/2012
"Aircraft proximity event - Cessna 182P, VH-MST and Schempp-Hirth, VH-ULZ, 9 km west of Toowoomba Airport, Queensland, on 25 September 2011",AO-2011-120,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-120,25/09/2011,Final,14/03/2012
"Aircraft proximity event - two Beech A36s, VH-IOL and VH-YEN, 49 km south-east of Scone Aerodrome, New South Wales, on 26 September 2011",AO-2011-121,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-121,26/09/2011,Final,14/03/2012
"Total power loss - Cessna 206, VH-SHZ, 93 km south-east of Kalumburu Airport, Western Australia, on 22 September 2011",AO-2011-122,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-122,22/09/2011,Final,12/12/2011
"Flight control system event involving Cessna 210N, VH-JHF, 48 km west of Bourke Airport, New South Wales, on 12 September 2011",AO-2011-115,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-115,12/09/2011,Final,16/08/2013
"Aircraft proximity event - Eurocopter AS350B3, VH-HTV, 2 km west of Mount Cootha (HLS), Victoria, on 20 September 2011",AO-2011-117,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-117,20/09/2011,Final,24/05/2012
"In-flight fire - Robinson R44, VH-HBA, 80 km south-south-west of McArthur River Mine Airport, Northern Territory, on 12 September 2011",AO-2011-113,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-113,12/09/2011,Final,14/03/2012
"Aircraft handling event - Beech 1900D, VH-VAQ, Darwin Airport, Northern Territory, on 13 September 2011",AO-2011-114,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-114,13/09/2011,Final,14/03/2012
"Pilot incapacitation while operating a Robinson R44, VH-HCA, 180 km south-south-west of Newman, Western Australia, on 3 September 2011",AO-2011-109,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-109,03/09/2011,Final,24/01/2013
"Collision with terrain - MD Helicopters Inc.369D, YJ-HEL, Unua Village, Malekula, Vanuatu, on 26 August 2011",AO-2011-108,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-108,26/08/2011,Final,02/10/2012
"Aircraft proximity event - SAAB 340B, VH-ZRC and a Hawker Beechcraft B200, VH-MWH, 87 km east of Broken Hill Airport, New South Wales, on 26 August 2011",AO-2011-106,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-106,26/08/2011,Final,24/05/2012
"Technical assistance to Recreational Aviation Australia - recovery of data from aircraft instrumentation after collision with terrain, Hughes Lightwing SP2000 aircraft, registration 24-5040, near North Curl Curl, New South Wales, 2 September 2011",AE-2011-111,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-111,02/09/2011,Final,24/04/2012
"Wirestike - Air Tractor AT-802, VH-NIW, 5 km north of Mogumber, Western Australia, on 26 August 2011",AO-2011-107,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-107,26/08/2011,Final,14/03/2012
"VFR flight into dark night involving Aérospatiale, AS355F2 (Twin Squirrel), VH-NTV, 145 km north of Marree, South Australia, on 18 August 2011",AO-2011-102,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-102,18/08/2011,Final,14/11/2013
"Collision with terrain - PZL-Mielec M18A Turbine Dromader, VH-FOZ, 23 km west-south-west of Dirranbandi, Queensland, on 19 July 2011",AO-2011-082,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-082,19/07/2011,Final,08/06/2012
"Engine power loss - Cessna 206G aircraft, VH-LAN, near William Creek ALA, Lake Eyre, South Australia, on 23 August 2011",AO-2011-104,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-104,23/08/2011,Final,14/03/2012
"VFR flight into dark night conditions and loss of control involving Piper PA-28-180, VH-POJ, 31 km north of Horsham Airport, Victoria, on 15 August 2011",AO-2011-100,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-100,15/08/2011,Final,03/12/2013
"Fuel starvation - Cessna 210N, VH-OCM, Kununurra Airport, Western Australia, on 18 August 2011",AO-2011-101,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-101,18/08/2011,Final,14/03/2012
"Total power loss - Cessna 177, VH-DSA, South Grafton Airport, New South Wales, on 15 August 2011",AO-2011-098,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-098,15/08/2011,Final,12/12/2011
"Runway incursion - Piper PA-28-161, VH-BZE and Piper PA-28R-200, VH-PVL, Moorabbin Airport, Victoria, on 11 August 2011",AO-2011-097,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-097,11/08/2011,Final,12/12/2011
"Icing event - Piper PA-44, VH-FRI, Port Macquarie Airport, New South Wales, on 9 August 2011",AO-2011-096,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-096,09/08/2011,Final,12/12/2011
"Loss of separation involving Boeing 737, VH-VZC and Boeing 737, VH-VOT, at BLAKA, 93 km south-south-east of Brisbane Airport, Queensland, on 29 July 2011",AO-2011-090,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-090,29/07/2011,Final,06/03/2013
"Operational non-compliance - Embraer ERJ 190, VH-ZPA, overhead Essendon Airport, Victoria, on 30 July 2011",AO-2011-091,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-091,30/07/2011,Final,24/05/2012
"Procedural non-compliance - Embraer 120, VH-TWZ, Perth Airport, Western Australia, on 28 July 2011",AO-2011-093,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-093,28/07/2011,Final,24/05/2012
"Incorrect aircraft configuration - Airbus A320-232, VH-VQA, Melbourne Airport, Victoria, on 28 July 2011",AO-2011-089,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-089,28/07/2011,Final,12/12/2011
"Breakdown of separation - Cessna 172, VH-WYG and Boeing 747, N171UA, 19km north-west Sydney Airport, New South Wales, on 7 August 2011",AO-2011-095,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-095,07/08/2011,Final,12/12/2011
"Loss of control - Robinson R44, VH-ETT, 4 km south-east of Kilmore, Victoria, on 30 April 2011",AO-2011-055,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-055,30/04/2011,Final,08/08/2011
"Operational non-compliance involving Boeing 777, HS-TKD, 15 km south of Melbourne Airport, Victoria, on 24 July 2011",AO-2011-086,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-086,24/07/2011,Final,19/02/2013
"Loss of main rotor drive Robinson Helicopter R44, VH-ZWC, 83 km east of Darwin Airport, Northern Territory, on 28 July 2011",AO-2011-088,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-088,28/07/2011,Final,27/08/2012
"Collision with terrain involving Robinson R22, VH-YOL, 14 km north-west of Fitzroy Crossing, Western Australia, on 27 July 2011",AO-2011-087,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-087,27/07/2011,Final,12/04/2012
"VFR into IMC - South Turramurra, New South Wales, on 22 July 2011, VH-CIV, Bell 206L Helicopter",AO-2011-085,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-085,22/07/2011,Final,27/08/2012
"Collision with terrain - Aerospatiale AS332 (Super Puma), VH-LAG, Port Keats Airport, Wadeye, Northern Territory, on 21 July 2011",AO-2011-083,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-083,21/07/2011,Final,14/03/2012
"Operational non-compliance - Boeing 737-81D, VH-YFE, 67 km south-south-east of Mackay Airport, Queensland, on 19 July 2011",AO-2011-084,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-084,19/07/2011,Final,14/03/2012
"Technical assistance to NSW Police Service - recovery of data from aircraft instrumentation after collision with terrain - Super Petrel amphibious aircraft, 24-7654, Lake Jindabyne, New South Wales, on 24 June 2011",AE-2011-078,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-078,24/06/2011,Final,05/12/2011
"Collision with terrain - Robinson R22 Beta, VH-HSW, 90km south-west Cunnamulla Airport, Queensland, on 12 July 2011",AO-2011-080,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-080,12/07/2011,Final,12/12/2011
"Technical assistance to PNG Accident Investigation Commission - Eurocopter AS350, P2-PHL, Bismarck Sea, Papua New Guinea, on 13 February 2011",AE-2011-035,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-035,13/02/2011,Final,05/12/2011
"Operational non-compliance - Airbus A320, VH-VNG, 17 km east-north-east of Melbourne Airport, Victoria, on 7 June 2011",AO-2011-070,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-070,07/06/2011,Final,19/11/2012
"Pilot incapacitation - Fokker B.V. F28 MK 0100, VH-FNU, near Ballidu, Western Australia, on 7 July 2011",AO-2011-079,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-079,07/07/2011,Final,12/12/2011
"Descent below the minimum permitted altitude, Airbus A320, VH-VNC, 15 km south-south-east of Avalon Airport, Victoria, on 30 June 2011",AO-2011-076,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-076,30/06/2011,Final,18/12/2013
"Collision with terrain - Robinson R22 Beta II, VH-DSD, 85 km north-west of Julia Creek, Queensland, on 9 May 2011",AO-2011-060,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-060,09/05/2011,Final,06/12/2012
"Performance related event - Airbus A321-231, VH-VWX, Darwin Airport, Northern Territory, on 12 June 2011",AO-2011-073,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-073,12/06/2011,Final,12/12/2011
"Flight Data Recovery for RNZAF - Collision with terrain - Airtrainer CT-4, RNZAF Base Ohakea, 14 January 2010",AE-2010-024,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ae-2010-024,14/01/2010,Final,29/06/2011
Technical assistance - Aircraft Accident Investigation Committee (AAIC) of Thailand,AE-2011-074,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-074,14/04/2011,Final,22/12/2011
"Collision with terrain - Piper PA-46-310P, VH-FAL, Meekatharra Airport, Western Australia, on 15 June 2011",AO-2011-072,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-072,15/06/2011,Final,12/12/2011
"Collision with terrain - Kawasaki 369HS, VH-XAA, 42 km west-south-west of Canberra Airport, New South Wales, on 3 June 2011",AO-2011-069,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-069,03/06/2011,Final,12/12/2011
